time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z
2.920000,2.500000,0.500000,0.250000,0.000000,0.038462,0.000000,0.000000,7.692308,0.000000
2.925000,2.500000,0.500192,0.250000,0.000000,0.076028,0.000000,0.000000,7.513314,0.000000
2.930000,2.500000,0.500572,0.250000,0.000000,0.112713,0.000000,0.000000,7.337005,0.000000
2.935000,2.500000,0.501136,0.250000,0.000000,0.148530,0.000000,0.000000,7.163355,0.000000
2.940000,2.500000,0.501879,0.250000,0.000000,0.183492,0.000000,0.000000,6.992334,0.000000
2.945000,2.500000,0.502796,0.250000,0.000000,0.217611,0.000000,0.000000,6.823915,0.000000
2.950000,2.500000,0.503884,0.250000,0.000000,0.250902,0.000000,0.000000,6.658070,0.000000
2.955000,2.500000,0.505139,0.250000,0.000000,0.283375,0.000000,0.000000,6.494772,0.000000
2.960000,2.500000,0.506556,0.250000,0.000000,0.315045,0.000000,0.000000,6.333994,0.000000
2.965000,2.500000,0.508131,0.250000,0.000000,0.345924,0.000000,0.000000,6.175708,0.000000
2.970000,2.500000,0.509860,0.250000,0.000000,0.376023,0.000000,0.000000,6.019887,0.000000
2.975000,2.500000,0.511741,0.250000,0.000000,0.405356,0.000000,0.000000,5.866504,0.000000
2.980000,2.500000,0.513767,0.250000,0.000000,0.433933,0.000000,0.000000,5.715532,0.000000
2.985000,2.500000,0.515937,0.250000,0.000000,0.461768,0.000000,0.000000,5.566946,0.000000
2.990000,2.500000,0.518246,0.250000,0.000000,0.488872,0.000000,0.000000,5.420717,0.000000
2.995000,2.500000,0.520690,0.250000,0.000000,0.515256,0.000000,0.000000,5.276821,0.000000
3.000000,2.500000,0.523266,0.250000,0.000000,0.540932,0.000000,0.000000,5.135231,0.000000
3.005000,2.500000,0.525971,0.250000,0.000000,0.565912,0.000000,0.000000,4.995920,0.000000
3.010000,2.500000,0.528801,0.250000,0.000000,0.590206,0.000000,0.000000,4.858864,0.000000
3.015000,2.500000,0.531752,0.250000,0.000000,0.613826,0.000000,0.000000,4.724036,0.000000
3.020000,2.500000,0.534821,0.250000,0.000000,0.636783,0.000000,0.000000,4.591411,0.000000
3.025000,2.500000,0.538005,0.250000,0.000000,0.659088,0.000000,0.000000,4.460964,0.000000
3.030000,2.500000,0.541300,0.250000,0.000000,0.680751,0.000000,0.000000,4.332669,0.000000
3.035000,2.500000,0.544704,0.250000,0.000000,0.701784,0.000000,0.000000,4.206502,0.000000
3.040000,2.500000,0.548213,0.250000,0.000000,0.722196,0.000000,0.000000,4.082437,0.000000
3.045000,2.500000,0.551824,0.250000,0.000000,0.741998,0.000000,0.000000,3.960450,0.000000
3.050000,2.500000,0.555534,0.250000,0.000000,0.761201,0.000000,0.000000,3.840517,0.000000
3.055000,2.500000,0.559340,0.250000,0.000000,0.779814,0.000000,0.000000,3.722612,0.000000
